id,name,formattedAddress,lat,lng,checkinsCount,tipCount,usersCount,visitsCount,likesCount,rating,categories_ids,categories_names,ratingSignals
56d05d56498ef2fe69b03e02,техносервис у Кости,"['Ул. О. Пчілки 2', 'Київ', 'Україна']",50.415493,30.627532,3,0,1,3,0,0,['4bf58dd8d48988d124941735'],['Office'],0
5177d97ae4b0a0c0281b338c,"Салон красоты ""Сакура""","['ул. Елены Пчелки 2', 'Україна']",50.41572265230539,30.627891150491543,44,4,18,50,2,0,['4bf58dd8d48988d110951735'],['Salon / Barbershop'],0
5569ad1c498e0b3c17ccefe7,Паб Акквариум,"['Григоренко 1-Б', 'Київ', 'Україна']",50.415336048938315,30.627871755018404,118,1,10,121,3,0,['4bf58dd8d48988d116941735'],['Bar'],0
52a22436498ec183c5f041c2,пивная Аквариум,['Україна'],50.4153942511699,30.62784827118947,131,2,12,131,4,0,['4bf58dd8d48988d148941735'],['Donut Shop'],0
56fa9fdacd10e47549b0f4f1,аптека на пчелки,"['О.Пчілки 2', 'Київ', 'Україна']",50.41559,30.627465,1,0,1,1,0,0,['4bf58dd8d48988d10f951735'],['Pharmacy'],0
55fce771498ef83ca6ad07b6,По дороге в КМК3,['Україна'],50.41508155454512,30.627194353020645,19,0,2,19,0,0,['4bf58dd8d48988d1f9931735'],['Road'],0
5335ac48498ee52eacfe09ee,DK cinéma 🎥,['Україна'],50.41561694139964,30.62717351044911,4,0,3,4,2,0,['4bf58dd8d48988d17f941735'],['Movie Theater'],0
555f55c0498e912d046ecc57,Belly Lady Club by Daria Danilkina,"['Grigorenko 5-a', 'Київ', 'Україна']",50.4153968180992,30.62745205238811,23,0,4,26,1,0,['507c8c4091d498d9fc8c67a9'],['Public Art'],0
56fadbbf498ef3cf1134608a,аптека абсолют,"['О. Пчілки 2', 'Київ', 'Україна']",50.41559,30.627626,10,0,3,10,0,0,['4bf58dd8d48988d10f951735'],['Pharmacy'],0
54206a31498ef6d4a6a69d01,Пчёлкин дом :-),['Україна'],50.41496040440893,30.62681816115698,4,0,3,4,0,0,[],[],0
5331993c498e43d4fa244d48,Китайский Массаж,"['Вул. Олени Пчілки, 4', 'Київ', 'Україна']",50.415666205633485,30.62718214003802,12,0,6,12,0,0,['52e81612bcbc57f1066b7a3a'],['Chiropractor'],0
4fc28a75e4b0c1dd0a4d7e47,Nova De Lucci,"['Елены Пчилки 2', 'Київ', 'Україна']",50.415660770800336,30.627156590183414,120,5,26,132,4,7.6,['4bf58dd8d48988d110951735'],['Salon / Barbershop'],8
56b0de31498e05333d68542c,Дитячий магазин Ам-ам,"['Ул.Елены Пчелки 5', 'Київ', 'Україна']",50.415687358658126,30.631119087130273,49,0,2,57,0,0,['52f2ab2ebcbc57f1066b8b32'],['Baby Store'],0
56d9733b498eb40ceb8e3022,XXL Студия,"['Бульвар Ивана Лепсе 8', 'Київ', 'Україна']",50.415381,30.627352,5,0,5,5,0,0,['52e81612bcbc57f1066b79ee'],['Street Art'],0
544b9f18498e062a21e821dc,En Vogue,"['ул. Eлены Пчёлки, 6', 'Київ', 'Україна']",50.415534,30.627211,11,1,6,12,3,0,['4bf58dd8d48988d110951735'],['Salon / Barbershop'],0
58de3a6a3f5a5c6907dbd089,"Парикмахерская ""Creative""","['Київ', 'Україна']",50.415836,30.627306,2,0,1,2,0,0,['4bf58dd8d48988d110951735'],['Salon / Barbershop'],0
4f116c51a17ccd56cb1f2267,Салон красоты Fly line,"['просп. Григоренкf, 1Б', 'Київ', 'Україна']",50.41515672934218,30.628133300360656,315,6,88,367,11,7.7,['4bf58dd8d48988d110951735'],['Salon / Barbershop'],16
530f0d68498e119a0f48d752,Nova De Lucci,"['Пчёлки 2', 'Україна']",50.41551977511793,30.627928794970924,91,1,47,146,3,0,['4bf58dd8d48988d1ed941735'],['Spa'],0
